Opinião, mensagem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ignorância a sua de achar que animais de rodeio tem o saco amarrado com corda,,onde e quando voce viu isso,é por causa de ignorantes como voce que o rodeio fica mal falado,conheça antes de falar ou vá procurar sua turma.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Parabéns Capitão Augusto está chegando a maior festa do peão do Brasil e a segunda maior do mundo,,com certeza seu nome será lembrado com muito carinho.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Parabéns Capitão Augusto está chegando maior festa sertaneja do Brasil e a segunda maior do mundo,estarei por lá com meus cavalos nas provas dos 3 tambores e com certeza seu nome será lembrado por nós com muito carinho.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,mais uma vez queria deixar meus parabéns para o capitão augusto ,a senhora Ana dos Animais acertou porque a votação aqui ficou equilibrada,,as pessoas sertanejas são pessoas mais simples e não sabem votar aqui direito,eu só consegui com a ajuda de um amigo se fosse uma coisa mais simples com certeza esse projeto teria uma votação muito maior a favor,mas votando ou não ou seu nome sera lembrando por todos eventos por onde a gente passar,gostamos do que fazemos e vamos continuar fazendo nos rodeios ou em outros lugares pois estamos em um pais livre e cada um vive como gosta,ninguém vai na casa de ninguém falar como devem viver e o que devem fazer.valeu capitão augusto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Capitão Augusto parabéns pela inciativa o mes de agosto é o mes que tem mais festa do peão por todo brasil,eventos esses que empregam milhares de familia ,sabemos que ja existem leis e regras para proteger os animais desde 2002,então sabemos que não estamos fazendo nada errado,o povo que gosta com certeza lembrará do seu nome por todos esses eventos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Capitão augusto,,parabéns pela inciativa,,estivemos em Rio Verde Goiás um dos maiores rodeios do país e agora estamos partindo para barretos a segunda maior festa do peão do mundo e com certeza seu nome será lembrado por lá com muito carinho independente de seu projeto ser aprovado ou não,mas valeu pelo carinho com o povo sertanejo,não sou do campo mas tenho minhas raízes todas voltadas a ele,,meu avó foi peão,meu pai foi adestrados de cavalos eu sou competidor em rodeios e meu filho ja é domador de cavalos tambem,muito obrigado por lembra de nosso povo,,querendo ou não as culturas são diferentes no mundo todo e cada um tem e vive na cultura que quer,sei que tem muita gente que não gosta,pois ninguém é obrigado a gostar somos um povo livre,,mas seria muito bom se respeitassem,pois toda guerra começa justamente onde acaba o respeito.,,,,,,,,,,,,,,,,,,,,,,,
,valeu Capitão Augusto está chegando a segunda maior festa do peão do mundo festa essa que arrecada mais de 5 milhões de reais para o hospital do cancer todos os anos,independente de seu projeto ser aprovado ou não seu nome sempre será lembrado com muito carinho pelo povo sertanejo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Parabéns Capitão Augusto por lembrar do povo sertanejo,estamos em um país com o maior rebanho de animais do mundo,estimado em 210 milhões de bovinos,14 milhões de ovinos,35,2 milhões de suínos,14,2 milhões de caprinos,5 milhões de equinos então com certeza somos um país agrícola e com certeza esses eventos são voltados para o povo da terra, povo esse que gosta de interagir com animais,estaremos na segunda maior festa do peão do mundo e com certeza seu nome será bem lembrado por lá,independente de seu projeto ser aprovado ou não seu nome ficará guardado com muito carinho no povo sertanejo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Parabéns Capitao estaremos em barretos com a galera dos tambores e com certeza seu nome será bem lembrado por lá.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Valeu capitão Augusto estivemos em Rio Verde Goias um dos maiores Rodeios do país e seu nome foi bem lembrado por lá.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Parabéns capitão Augusto por lembrar do povo sertanejo,,estaremos esse mes na segunda maior festa do peão do mundo e com certeza lembraremos eu nome por lá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Parabéns Capitão Augusto,estaremos no segundo maior rodeio do mundo em barretos e com certeza seu nome vai ser bem lembrado por lá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Muito obrigado capitão augusto esse projeto realmente é voltado para pessoas mais simples,pessoas essas que ficam esquecidas no brasil,,realmente se o povão que gosta de rodeio soubessem votar ou ficassem na internet o dia inteiro,,essa votação ja tinha chegado a milhares e milhares,só na festa de barretos ja foram vendidos mais 180 mil ingressos ,acredito que passarão por lá mais 500 mil pessoas nos 10 dia de festa e com certeza seu nome será bem falado por lá.eu estarei por lá e com certeza serei um dos maiores divulgadores do seu nome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Senhora Ana dos animais ou senhor Girafales,,como queira ser chamado,,não pesquisando fotos que vove vai ver a realidade de perto se quer conhecer como é como funciona esses tipos de festas deve conhecer com seus proprios olhos,conhecendo fazendas,visitando rodeios e não atras de fotos de internet,,voce deve ter muito tempo sobrando,,pois passa 20 horas por dia nesse site,,vá atras pesquise,,mas vendo não lendo..saiba mais,,aprenda para depois querer debater algum assunto eu não iria debater com voce coisa que eu não conheço de perto.Pare de falar tanta besteira voce esta passando por redícula por pessoa que voce julga muito mais burras que voce.,,,,,,,,,,,,,,,,,,,,,,,,
,Oh galera queria fazer um pedido a Ana dos Animais ,é uma pessoa muito solitária e não tem com que conversar e a unica diversão para ela é ficar discutindo com quem gosta de rodeio,,ela chama agente ignorante que não sabemos nem votar mas somos a unica opção de bate papo para ela,,vamos ser caridosos não vamos deixar ela falando sozinha,ela é super inteligente mas passa o dia discutindo com gente ignorante,,sera que ela bate bem ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,volouuuuu ?? voce não falou que iria deixar a gente falando sozinho,,ahh com certeza não tem com quem conversar, e a unica opção é o pessoal do rodeio,,não tem problema,,pode falar que aqui a gente te faz companhia,,, ta vendo como não somos tão cruéis igual voce imagina.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Parabéns capitão Augusto,, cutura cada um tem a que gosta ou a que foi criado e é essa é a nossa cultura,quem não gosta deveria ao menos respeitar quem gosta.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Voce tem razão Ana dos Animais e haroldo Girafalles,melhor sair do que falar besteiras e coisas sem conhecer,,faça um favor ,,vá procurar sua turma ou vá aprender como vivem,como são tratados e para onde iriam os animais se não fossem para o rodeio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Esse site está realmente perdendo a credibilidade,,todo mundo aqui sabe que Ana dos Animais e Haroldo Girafalles são a mesma pessoa,,agora um fala e outro responde,,isso aqui ja virou palhaçada.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olha voce fala sozinha,,todos aqui sabemos que Haroldo e voce são a mesma pessoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Geeeeenta agora endoidou de vez,,falando sozinha ???minha nossa,procure um psiquiatra por favor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Euuuuuu ri kkkk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vaquejada mais que um esporte mais sim uma profissão <3 #EuApoioVaquejada <3 #Apenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,É muito dificil mudar a cultura de uma pessoa,,quem gosta de mar,sempre vai gostar de mar,,quem gosta de grandes centros,sempre vai gostar disso,essas pessoas que gostam de se interagir com animais sempre vão gostar de se interagir com animais,,se não for nos rodeios sera em outros lugares,centro de treinamentos,fazendas,pequenas cidades do interior,,o rodeio só foi uma forma de legalizar isso,,onde existem regras e leis a serem cumpridas ,por isso eu acho que os animais estão mais protegidos na legalidade do que na clandestinidade é surreal achar que quem gosta de interagir com animais vai parar se rodeio acabar.somos um pais agricola,,onde vivem 210 milhões de cabeças de gado e mais 5 milhões de cavalos,14 milhões de carneiros,,essas pessoas vão continuar fazendo o que gostam, só que em um lugar sem regras sem lei,sem documentação..por isso eu apoio o capitão Augusto.,,,,,,,,,,,,,,,,
,isso e lindo cada um faz o que gosta c vcs n gosta problema de vcs eu assisto todo ano aqui em rondon do para e n vejo maus tratos nem hum vejo bois bem cuidados e bonitos e gordo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cultura ,cada um tem a que foi criado ou a que gosta,,ninguém é obrigado a gostar,,mas sim respeitar,devemos respeitar as diferenças,porque toda guerra começa onde termina o respeito..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://m.youtube.com/watch?v=OJn_yc-RJtY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,As pessoas confundem interagir com animais,,com mal tratar animais,,estamos em um pais agrícola,nosso rebanho é estimado em 210 milhões de cabeça de gado se esses touros não estivem no rodeio com certeza estariam nos 1,4 milhões de cabeça que são batidos mensalmente no brasil,,conheçam como vivem e como são tratados esses touros eu fui ver de perto e me surpreendi,com certeza esses não estão na população dos 1,4 milhões que morrem todos os meses no brasil.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hoje no Brasil 1,4 milhoes de cabeças de gado são mortos todos os meses nos matadouros,,talvez os rodeios ainda seja a unica chance que alguns desses animais tenha de não irem parar no mesmo lugar dos 1,4 milhões que são abatidos todos os meses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pollyana só quem conhece o dia a dia desses animais sabe como os animais de rodeio são privilegiados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,daqui a alguns dias começa a festa de barretos,,venha conhecer e veras os animais mais caros e mais bem tratados do brasil,,como voce ve eles não tem muitas escolhas,,é serem usados,,bem tratados e com vida longa ou morrerem ainda na adolecencia,,as escolhas são bem poucas para eles,,mas até que surge Haroldo girafales o homem ,mulher que ira salvar um dos maiores rebanho do mundo da morte,,ele libertará os 210 milhoes de animais bovinos do bate,,super Haroldo está chegando.,,,,,,,,,,,,,,,,,,,,,,,
,venha para barretos,,visitar os melhores e mais belos animais do brasil,,venha conhecer como é uma festa do peão,pode vir de Haroldo ou com seu nome verdadeiro mesmo e veja como o povo sertanejo é legal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,eu li um comentario a seu respeito e achei o mais interessante ,,voce realmente deve ser uma pessoa muito solitária e não tem com quem conversar,,pode vir para as festas do peão que te daremos a maior atenção do mundo..voce deve estar precisando de atenção,,suas companhias devem ser muito ruins.garanto que vai amar o povo sertanejo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,que vida ruim voce teve ter,,fica perdendo seu tempo discutindo com pessoas que não tem nada a ver com voce,,que gostam do que voce não gosta,,sera que voce não tem amigos com quem conversar,,aqui voce não vai convencer ninguém a gostar do que voce gosta,,pare de perder seu tempo,vá atráz de coisa que te deixam feliz,,essas festas não são voltadas para voce e sim para quem gosta.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O haroldo deve ser mesmo um grande idiota ,,voce não vai convencer ninguém a gostar apenas do que voce gosta,,amamos o que fazemos e vamos continuar fazendo com ou sem sua autorização.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meus cavalos morrem de velhos,, e os que vão para provas talvez sejam bem mais felizes que voce,,que deve ser uma mulher solitária que usa nome de homem e perde seu tempo de ficar discutindo com pessoas que não tem nada a ver com voce.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,voce é digno de dó meu amigo,,quem interage com animais é porque gosta de animais,,interagir não é mal tratar.gostamos do que fazemos e não é da sua conta se voce gosta ou não..vá atrás das coisas que voce gosta ,não perca seu tempo tentando mudar nossos gostos,,vamos continuar interagindo nos rodeios ou em outros lugares,talvez seja bem mais agradável a companhia de um animal do que a sua ,que deve ser um mala daqueles,nem amigo deve ter porque fica o dia inteiro aqui nesse site,,olha só da voce,,vai procurar alguma coisa para fazer,,arrume uma ocupação e pare de encher o saco de quem não tem nada a ver com voce.,,,,,,,,,,,,,,,,,,,,,,,,
,deixe essa soidão de lado vamos juntos para barretos ver o que é uma festa de verdade,,te faço companhia,,pois voce dever ser muito sozinho,,passa o dia aqui nesse site falando coisas que ninguém quer ouvir ou sei lá se voce é homem mesmo,,não importa,,vamos juntos e cuidado para não se apaixonar,,vou te mostrar o que é uma festa de verdade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tchau Harolda,,as malas ja estão prontas se não quer ir é problema seu fique em casa tomando chá com bolachar depois vá ver uma peça de teatro,,o negócio nosso é um pouco mais divertido,,não tem lugar pra voce..tchausinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,com 15 kg ou mais de comida por dia, veterinario 24hras, exercicios prafortalecer a musculatura (nataçao e etc), pasto verde o ano todo, transporte com segurança e qualidade, se aposentar com 8, 10 anos de vida e ficar num pasto verde...realmente é uma boa escolha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cara na moral antes de vc falar algo procure conhecer primeiro, n julgue por fotos ou videos ou comentarios q vc ve na internet, pois hj em dia é muito facil fazer uma montagem...falo isso pk vivo nesse meio de rodeio e vejo como os animais são tratados...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,continue estudando e lendo bons livros e aprenda com eles sobre cultura e verás que as culturas são diferentes,e os gostos tambem,,se não gosta aprenda a respeitar quem gosta.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,voce não conhece nada dessa vida,,sai fora,procure sua turma,,nessa voce não tem lugar,não gostamos de homens tão delicados,,ou voce é uma mulher com nome de homem..sei lá o que voce é, o que importa é que estamos de malas prontas para o barretão,,se voce não for sera apenas um a menos,,tchau vai procurar sua turminha,,leia bons livros tome chá com torradas depois um bom filme,,coloque meias e vá dormir.,,,,,,,,,,,,,,,,,,,,,,,
,vou tirar uma foto do animal que irei montar,garanto que ele vai estar bem forte ,musculoso,e sadio,ahh garanto que ninguém vai apertar os testiculos dele tambem,, se quiser te mando depois para voce comparar com os animais que voce conheco e,, se quiser ir junto pode ir de carona comigo,,te arrumo uma credencial..se não quiser curta sua cultura moderna de teatros e leituras,porque a nossa é um pouco diferente,,talvez um pouco mais divertida..com musicas,shows,montarias bailes,cervejas,,caridades,,porque vou ao show do garth brooks e toda a verba sera revertida para o hospital do cancer..leia bastante livros,,fique bastante inteligente e aprenda que esse não é seu lugar,,esse mundo não te pertence,,isso é para quem gosta,,procure sua turminha.,,,,,,,,,,,,
,com certeza voce não sabe nada desse mundo,,se não gosta,vai atrás do que gosta não se iluda que voce vai mudar a culturas das pessoas,quem gosta de viver perto do mar sempre vai gostar,,quem gosta de fank,sempre vai gostar,,voce não vai mudar a cabeça das pessoas,não perca seu tempo,faça coisas uteis para a humanidade e esqueça nosso povo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Haroldo estava aqui pensando , ok vamos supor que no seu mundo ideal não tenhamos mais rodeio, qual sera o destino desses animais que hoje são tratados como reis, graças ao retorno que dão? Vão todos ser abatidos e não vai ser de forma humanizada como nos frigoríficos pois esse tipo de gado com musculatura desenvolvida não serve mais para frigorifico. E o que muda para as próximas gerações de bovinos? Continuarão sendo mortos com 1 ano de vida pra virar picanha. Não consigo entender onde esta a vantagens para os animais nessa sua teoria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Só na sua cabeça de vento,,os que estão vivos tambem serão abatidos ,,voce tem noção de quanto custa cada cabeça por mes para seus proprietários,,e quem gastaria tanto dinheiro com animais parados,,seria bom se fosse real..as propriedades rurais dão pouco lucro e as despesas tornariam cara demais..voce não entende nada desse mundo,,sai fora vai procurar sua turma..pra mim voce é uma pessoa solitária querendo atenção e achou essa atenção com os cowboys,,mas saiba que tem outras maneiras de ganhar atenção,não precisa ficar o tempo todo falando mal do rodeio,,converse outras coisas,daremos a atenção que voce quer sem brigar.,,,,,,,,,,,,,,,,,,,,,,,,
,não fique mais sozinho,,vamos juntos para barretos,,vc fica na minha barraca,,sei que voce não é haroldo mesmo,,voce vai se divertir em uma festa de verdade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Haroldo a questão ai é diferente meu caro ou você é burro de verdade ou se faz, ninguém cria um animal de uma tonelada por que acha bonito é obvio que os que o fazem usam esses animais para algo, no caso dos tropeiros são animais de rodeio. Caso o rodeio não exista mais, os tropeiros não teriam mas motivo e nem condições para manter esses animais que seriam abatidos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,oh minha querida não é railuque e sim railux,,a minha caminhonete não é railux é F 250 e bem usada,,mas o que eu compro e onde gasto meu dinheiro não é problema seu,não te devo nada,com meu dinheiro compro o que eu quiser,,não vou na sua casa te falar onde voce deve gastar o seu dinheiro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,oh cara vai procurar o que fazer maluco,,sai fora ,,se voce não gosta.procure para voce o que voce gosta,,no meu caso eu gosto,eu adoro ,eu amo,e não é problema seu se é cultura sua ou não,,procure sua turma,deixe os outros em paz,,vire homem e pare de se entrometer onde não é chamado,se não gosta é só não ir,,as festas de peão não são feitas para pessoas como voce,,voce muito delicadinho para gostar desse tipo de festa.vai fazer alguma coisa,,olha ai nesse site só da vc,,não trabalha não..cuide da sua vida ..vai trabalhar !!!,,,,,,,,,,,,,,,,,
,Ué mas de onde viria o dinheiro para tratar desses animais, esses tropeiros hoje vivem do rodeio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Não vem zoar não que você teria medo de chegar perto de um marruco, quem dirá montar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Essas praticas de homem se interagirem com animais sempre existiram no brasil,,por todo interior,,em fazendas em torneiros rurais os rodeios foram uma forma de legalizar essas atividades,,proibindo o rodeio,,voces estariam tirando um direito que os animais ganharam de irem para um lugar com regras e leis.o Brasil é um pais rural.nosso rebanho é 210 milhões de cabeça de gado,14 milhões de carneiros,,35,2 milhões de suinos,,5 milhões de cavalos,14,2 milhões de cabrinos,,querendo ou não o brasileiro ainda se interage muito com animais e vão continuar interagindo,,o rodeio é apenas um lugar onde tem que ser seguidos regras e leis, talvez se forem exterminados os animais perderiam muito com issso,pois iriam serem usados em lugares como antes ,sem regras,sem lei.,,,,,,,,,,,,,,,,
,Então cobre as autoridades competentes que fiscalizem os rodeios ilegais e problema resolvido.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exatamente estamos em um pais que menor pode roubar e matar e vão ficar no maximo até21 anos na cadeia e saem de fixa limpa,,temos varios outros assuntos para tratar,,não existe só o rodeio,,ajude a cuidar dessas outras coisas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Haroldo, eu concordo que algumas provas dentro do rodeio poderiam ser extintas como é o caso do bulldogging e do laço de bezerro. Porém isso não justifica acabar com o rodeio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kkkkkkkkkkkkkk realmente eles não tem argumentos, ai agora veio falar do nome da festa, São doentes mentais, tomara que não seja contagioso.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ja to falei volta pra Vila, vai dar aula pro Chaves professor linguiça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk pera ai tomar um folego kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sei que vou perder meu tempo mas vou explicar para esse energúmeno, Rodeio é a prova(montaria) festa do peão e o evento que envolve além do rodeio outras atividades como por exemplo queima do alho. Como dizia minha avó quando a gente não sabe das coisas é melhor não falar do que passar vergonha.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.youtube.com/watch?v=1NCzU4Mo6Lk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Infelizmente para voce a noticia não é boa ja foram vendidos mais de 150 mil ingresso ,só no show do Garth Brooks ja ultrapassaram os 70 mil,,ahh não fica triste não o show é beneficiente para o Hospital do Cancer.e outa coisa Festa do Peão é para que mesmo,,nas festas do peão tem o que ??? teatro?? ou corrida de bicicleta ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e ai energúmeno satisfeito com a resposta ???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sai dessa dona Harolda nem seu nome é verdadeiro,,pare de ser preocupar se gosta tanto de animais não esqueça que no brasil ainda tem 210 milhoes de cabeças de gado,, 14 milhões de carneiros,,35,2 milhões de porcos,,14,2 milhões de cabras e em torno de 5 milhoes de cavalos,,e voce só se preocupa com um pouquinho,,esquece a gente ,,vai atras da sua turma,,pode ser que um dia o rodeio acabe mas nem eu nem voce vamos mais estar aqui,,se ele acabar nos grandes centros vai continuar no interior nas fazendas,nos torneios e ai vai ser pior,,no rodeio tem leis e regras a serem seguidas,,nesses outros lugares é tudo de qualquer jeito,,não se iluda que lutando contra o rodeio voce vai ajudar algum animal,,voce vai sim,,prejudicar varios animais.os rodeios legalizados foram uma conquista para os animais.,,,,,,,,,
,Energúmeno, a sua opinião eu quero que se foda, o que importa é que tem Marruco pulando alto, tem moda boa , tem cerveja gelada e tem diversão , VIVA os Rodeios e VIVA as Festas de Peão!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Concordo contigo energúmeno não são todas as pessoas que vão na festa de peão por causa do rodeio, cada um elege como evento principal aquilo que acha melhor na festa de peão, na minha opinião e sei que de mais um monte de gente o evento principal é o rodeio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Essa é uma boa oportunidade de conhecer uma festa do peãp,,festa familia,,onde vai desde o avo até o netinho,,tem diversão para toda a família lá..conheça voce tambem que sabe vc se apaixone,,não perca essa oportunidade lá vc vai ver muitas tradiçoes que voce nem conhece,,a queima do alho,fazendinha, e outras atraçoes..vá sim talvez voce esteja precisando relaxar um pouco.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ele não vai Jeferson tem medo de encontra o peão algoz da maquina de churros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olha Harolda ,chegou uma otima oportunidade de voce conhecer uma festa do peão,,vou levar meu cavalo,para participar dos 3 tambores,,sera um prazer te mostrar como ele é bem tratado e outros animais tambem..te espero em barretos,,mas se identifique com nome verdadeiro,,vai ficar chatos uma mulher chegar com nome de haroldo girafalles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,oh Minha querida ninguém quer saber sua opinião,,a festa recebe mais de 500 mil pessoas nos 10 dias de festa e sempre arrecada em torno de 5 milhões de reais para o hospital do cancer quem por lá vai estar preocupado com uma pessoa que nem usa o nome verdadeiro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,bla bla bla bla....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Todos leigos falando apenas o achometro bando de ignorantes !!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Talvez seja bem melhor que a sua..Qual é sua cultura..Voce gosta e faz o que ? se voce se considera tão mais inteligente e superior,aprenda a lidar com as diferenças..cuide da sua vida,,com certeza voce anda sem fazer nada,,para se preocupar tanto com o Capitão Araujo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sera que sua cultura é tão superior assim..O que faz voce da vida além de ficar discutindo com quem gosta de rodeio,, voce ajuda quantos animais ??quantas pessoas carentes,,se voce não sabe vai começar a festa de barretos e com certeza vão doar mais uns 5 ou 6 milhoes para o hospital do cancer de novo,,e voce faz o que ?? alem de ficar batendo boca com quem gosta de rodeio..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isso e no Mexico ,Nem no brasil é,então se você nao tem capacidade nem pra ler o titulo do video da fazedo o que aqui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Talvez seja melhor que a sua ,,o rebanho brasileiro é 210 milhões de bovinos,14 milhões de ovinos,35,2 milhões de suinos e 14,2 milhões de caprinos portando somos um dos maiores produtores de carne do mundo,,existem varias pessoas,milhares que se interagem com animais o tempo todo e vão continuar interagindo no rodeio ou em outro lugar,,se voce não gosta pare de encher o saco de quem gosta.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,infelizmente o povo ainda gosta de festa do peão,para sua tristeza ja foram vendidos mais 150 mil ingressos para a festa do peão de barretos 2015,,que este ano com certeza arrecadará mais uns 5 milhões para o hospital do cancer e voce ajuda com que ?? deve cuidar apenas do seu gatinho e olhe lá.. é uma pena que voce não venha mas se quiser nos visitar sera uma honrra receber voce e ainda voce poderá contribuir par o hospital do cancer assim fará alguma coisa boa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Haroldo esse mês tem Barretos acompanhe os noticiários para ver o desuso hauahuhauahuaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,o professor girafales volta pra Villa, vai cuidar da dona Florinda e dar aula pro Chaves.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olha a mulher escondida atras de um nome masculino falando de novo,,voce deve ser desocupada mesmo para se preocupar tanto com quem gosta de rodeio,,voce não tem nada mais importante para fazer se quiser venha até meu sitio ajudar eu cuidar de meus cavalos e pare de falar com mulher voce não é homem ??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,vocês além de colocar qualquer besteira aqui, sequer lêem a matéria, porque nessa matéria está dizendo que o motivo da diminuição do público é devido já a crise econômica que ronda o país e é claro que devido a crise não somente em rodeios mas qualquer viagem diminuem seu idiota.. barretos tem público de toda parte do Brasil e do mundo, talvez você não saiba la em uma noite o publico chega a 300 mil pessoas....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,barretos omeça daqui duas semanas ja foram vendidos mais de 200 mil ingressos vai lá dar uma confiridinha no povo sertanejo,,cuidado para não se apaixonar hein.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,No meu sitio tenho varios cavalos que participam de rodeios na prova dos 3 tambores e não tem nenhum mal tratado não talvez até bem mais bem tratado que seu gatinho,,se quiser conferir de perto é so vir me visitar as portas estão abertas,, se quer libertar,comece pelo seu gatinho,,interagir não é explorar,,porque não vai nas olimpiadas libertar os cavalos de hipismo ou no joguei cube libertar os cavalos de corrida ou ainda nas pistas de polo,,chega de ignorância,,conheça antes de falar coisas sem saber,onde é que voce foi conferir de perto um touro ou um cavalo de rodeio,,cuide da sua vida se quer ajudar comece pelos animais que morrem de fome no sertão nordestino,ou nos animais abandonados pelas ruas.se não gosta respeite quem gosta.,,,,,,,,,,,,,,,,,,,,,,,
